"snz_uid","snz_nzta_uid","nzta_snz_sex_code","nzta_dlr_birth_month_nbr","nzta_dlr_birth_year_nbr","nzta_dlr_licence_issue_date","nzta_dlr_organ_donor_ind","nzta_dlr_licence_type_text","nzta_dlr_licence_status_text","nzta_dlr_lic_class_grant_date","nzta_dlr_licence_start_date","nzta_dlr_licence_from_date","nzta_dlr_class_status_text","nzta_dlr_licence_class_text","nzta_dlr_licence_stage_text","nzta_dlr_class_from_date","nzta_dlr_endorsement_type_text","nzta_dlr_region_code"
6073607,9370126,2,3,1961,1978-04-12,"1","PERMANENT","active",NA,1982-12-07,2018-04-02,NA,"16",NA,NA,NA,"2"
6074944,9371463,2,7,1947,1965-02-26,"0","PERMANENT","active",NA,1975-06-28,2020-02-13,NA,"1",NA,NA,"F","9"
6109763,9406282,1,11,1944,1961-01-25,"0","PERMANENT","active",NA,1966-02-12,2016-01-12,NA,"16",NA,NA,NA,"2"
6114690,9411209,2,5,1948,1966-05-04,"0","TEMPORARY","active",NA,1970-10-12,2016-04-21,NA,"1",NA,NA,NA,"9"
6117082,9413601,1,4,1975,1993-05-15,"1","PERMANENT","active",NA,2002-03-14,2018-05-09,NA,"1",NA,NA,NA,"4"
6119082,9415601,1,8,1980,1998-02-10,"1","PERMANENT","active",NA,2005-10-09,2018-02-05,NA,"1",NA,NA,"P","14"
6119325,9415844,2,9,1947,1966-05-06,"1","PERMANENT","active",NA,1971-07-07,2016-04-23,NA,"1",NA,NA,NA,"2"
6138729,9435248,2,1,1981,1997-08-03,"1","PERMANENT","active",NA,2004-12-08,2017-07-29,NA,"1",NA,NA,NA,"18"
6139035,9435554,2,7,1953,1971-05-12,"1","PERMANENT","active",NA,1979-01-10,2016-04-30,NA,"16",NA,NA,NA,"2"
6160262,9456781,1,12,1950,1967-01-28,"0","PERMANENT","active",NA,1970-07-24,2017-01-15,NA,"1",NA,NA,NA,"2"
6171439,9467958,2,9,1977,1996-07-27,"1","PERMANENT","active",2006-04-26,2006-04-26,2016-07-22,"active","13","full",2016-04-23,NA,"2"
6190191,9486710,1,3,1970,1987-06-23,"1","PERMANENT","active",NA,1992-12-01,2017-06-15,NA,"1",NA,NA,"T","2"
6225248,9521767,1,5,1961,1980-10-27,"1","PERMANENT","active",NA,1985-07-05,2020-10-17,NA,"1",NA,NA,NA,"8"
6226337,9522856,1,9,1965,1982-09-21,"1","PERMANENT","active",NA,1987-08-01,2017-09-12,NA,"1",NA,NA,"P","14"
6243177,9539696,2,5,1982,1999-04-05,"0","PERMANENT","active",NA,2009-01-31,2019-03-31,NA,"16",NA,NA,NA,"2"
6244578,9541097,1,9,1928,1946-06-01,"1","PERMANENT","active",NA,1952-04-28,2016-05-14,NA,"1",NA,NA,NA,"2"
6251262,9547781,1,2,1965,1983-06-08,"1","PERMANENT","active",NA,1987-04-01,2018-05-30,NA,"1",NA,NA,"F","2"
6254884,9551403,1,2,1928,1945-07-13,"1","PERMANENT","active",NA,1953-06-02,2020-06-24,NA,"1",NA,NA,NA,"2"
6255938,9552457,1,8,1997,2014-10-26,"0","PERMANENT","active",NA,2016-08-11,2019-10-25,NA,"1",NA,NA,NA,"2"
6258515,9555034,2,9,1947,1963-09-19,"1","PERMANENT","active",NA,1963-09-19,2018-09-05,NA,"1",NA,NA,NA,"9"
6259797,9556316,1,7,1954,1972-06-17,"0","PERMANENT","active",NA,1978-04-01,2017-06-06,NA,"1",NA,NA,NA,"3"
6271427,9567946,1,11,1942,1961-12-17,"0","PERMANENT","active",NA,1961-12-17,2016-12-03,NA,"1",NA,NA,NA,"15"
6292559,9589078,2,11,1973,1989-11-25,"0","PERMANENT","active",NA,1995-02-22,2019-11-18,NA,"16",NA,NA,NA,"4"
6305494,9602013,2,7,1981,2001-05-11,"1","PERMANENT","active",NA,2005-12-20,2016-05-07,NA,"1",NA,NA,NA,"14"
6332792,9629311,2,12,1965,1984-11-29,"0","PERMANENT","suspended",NA,2009-07-02,2019-11-21,NA,"1",NA,NA,NA,"6"
6344796,9641315,1,7,1947,1964-03-16,"1","PERMANENT","active",NA,1970-12-24,2019-03-03,NA,"16",NA,NA,NA,"2"
6371630,9668149,2,8,1981,1999-03-04,"0","PERMANENT","active",NA,2003-10-19,2019-02-27,NA,"1",NA,NA,"P","3"
6382749,9679268,1,4,1970,1987-02-11,"1","PERMANENT","active",NA,1990-07-02,2017-02-03,NA,"1",NA,NA,NA,"14"
6386664,9683183,2,5,1946,1966-02-25,"0","PERMANENT","active",NA,1967-04-21,2016-02-13,NA,"1",NA,NA,"V","2"
6394541,9691060,2,9,1951,1971-08-14,"1","PERMANENT","active",NA,1976-07-11,2016-08-02,NA,"1",NA,NA,NA,"2"
6398983,9695502,2,1,1957,1974-01-18,"1","PERMANENT","active",NA,1981-07-10,2019-01-07,NA,"1",NA,NA,"P","2"
6405348,9701867,1,2,1925,1943-03-02,"1","PERMANENT","active",NA,1945-09-25,2018-02-11,NA,"1",NA,NA,NA,"2"
6408621,9705140,1,2,1943,1960-10-14,"0","PERMANENT","suspended",NA,1988-06-06,2020-09-29,NA,"6",NA,NA,NA,"8"
6411892,9708411,2,8,1925,1943-07-12,"0","PERMANENT","suspended",NA,1958-07-27,2018-06-23,NA,"",NA,NA,NA,"3"
6427377,9723896,2,3,1933,1949-10-27,"1","PERMANENT","active",NA,1952-08-20,2019-10-10,NA,"1",NA,NA,NA,"2"
6432874,9729393,2,11,1963,1981-03-23,"1","PERMANENT","active",NA,1987-11-26,2016-03-14,NA,"1",NA,NA,"P","14"
6451303,9747822,1,5,1956,1973-08-25,"0","PERMANENT","active",1979-04-08,1986-08-19,2018-08-14,"active","1235","full",2019-03-29,NA,"2"
6454472,9750991,1,9,1938,1955-01-01,"0","PERMANENT","active",NA,1961-07-26,2019-12-16,NA,"1",NA,NA,NA,"2"
6456042,9752561,2,9,1935,1954-06-09,"0","PERMANENT","active",NA,1959-07-05,2019-05-24,NA,"1",NA,NA,NA,"8"
6459456,9755975,2,6,1924,1941-04-14,"0","PERMANENT","active",NA,1949-11-10,2016-03-26,NA,"1",NA,NA,NA,"14"
6461574,9758093,2,11,1933,1954-09-09,"0","PERMANENT","active",NA,1960-06-26,2019-08-24,NA,"1",NA,NA,NA,"9"
6465916,9762435,3,6,1933,1949-11-30,"1","PERMANENT","active",NA,1956-09-22,2019-11-13,NA,"1",NA,NA,NA,"15"
6480336,9776855,3,6,1986,2003-01-15,"0","PERMANENT","active",NA,2010-10-12,2018-01-11,NA,"1",NA,NA,"P","9"
6499419,9795938,1,11,1921,1938-12-09,"1","PERMANENT","active",NA,1944-01-17,2018-11-19,NA,"1",NA,NA,NA,"1"
6505982,9802501,1,6,1962,1981-12-20,"0","PERMANENT","active",NA,1986-05-31,2016-12-11,NA,"1",NA,NA,NA,"1"
6508556,9805075,2,3,1952,1968-09-15,"0","PERMANENT","active",NA,1976-08-08,2018-09-03,NA,"1",NA,NA,NA,"14"
6515916,9812435,2,11,1950,1967-07-31,"1","PERMANENT","active",NA,1970-12-06,2017-07-18,NA,"1",NA,NA,NA,"7"
6550009,9846528,1,4,1992,2010-05-02,"1","PERMANENT","active",NA,2013-09-27,2020-04-29,NA,"1",NA,NA,"P","8"
6570021,9866540,1,5,1932,1951-04-25,"0","PERMANENT","active",NA,1957-08-11,2016-04-08,NA,"16",NA,NA,NA,"4"
6597987,9894506,2,7,1927,1943-08-27,"1","PERMANENT","active",NA,1949-05-01,2018-08-08,NA,"1",NA,NA,NA,"6"
6608215,9904734,1,5,1965,1982-02-10,"1","PERMANENT","active",NA,1989-01-23,2017-02-01,NA,"1",NA,NA,"V","14"
6630923,9927442,2,11,1921,1938-11-24,"1","PERMANENT","active",NA,1942-10-24,2018-11-04,NA,"1",NA,NA,"P","2"
6632156,9928675,1,6,1956,1974-06-19,"0","PERMANENT","active",NA,1983-03-26,2019-06-08,NA,"1",NA,NA,NA,"4"
6632588,9929107,2,1,1937,1954-06-14,"0","PERMANENT","active",NA,1957-08-29,2019-05-29,NA,"1",NA,NA,"P","9"
6634727,9931246,2,1,1966,1982-07-20,"0","PERMANENT","active",NA,1989-01-15,2017-07-11,NA,"1",NA,NA,NA,"16"
6634846,9931365,1,5,1967,1985-04-14,"1","TEMPORARY","active",NA,1992-10-11,2020-04-05,NA,"1",NA,NA,NA,"9"
6639259,9935778,2,2,1942,1959-01-06,"1","PERMANENT","active",NA,1966-09-20,2018-12-22,NA,"16",NA,NA,NA,"4"
6643793,9940312,2,12,1929,1948-07-07,"1","PERMANENT","active",NA,1951-09-06,2018-06-20,NA,"1",NA,NA,NA,"7"
6652462,9948981,2,12,1920,1940-01-02,"1","PERMANENT","active",NA,1946-07-31,2019-12-13,NA,"1",NA,NA,"P","2"
6666172,9962691,1,10,1952,1968-11-07,"0","PERMANENT","active",NA,1978-09-11,2018-10-26,NA,"16",NA,NA,NA,"9"
6674123,9970642,1,11,1968,1986-12-07,"0","PERMANENT","active",NA,1990-10-13,2016-11-29,NA,"1",NA,NA,NA,"2"
6689949,9986468,2,11,1927,1944-06-30,"0","PERMANENT","active",NA,1944-06-30,2019-06-12,NA,"1",NA,NA,"I","8"
6715448,24392,2,9,1976,1994-12-29,"1","PERMANENT","active",NA,1997-08-07,2019-12-23,NA,"1",NA,NA,"P","2"
6725103,34047,1,1,1982,1998-03-21,"1","PERMANENT","active",NA,2004-09-11,2018-03-16,NA,"1",NA,NA,NA,"2"
6738751,47695,2,12,1926,1946-01-01,"0","PERMANENT","active",NA,1953-08-13,2015-12-15,NA,"1",NA,NA,"P","4"
6766886,75830,2,1,1954,1973-08-03,"0","PERMANENT","active",NA,1976-10-22,2018-07-23,NA,"1",NA,NA,NA,"3"
6775602,84546,2,8,1932,1949-03-04,"1","PERMANENT","active",NA,1957-08-20,2019-02-15,NA,"16",NA,NA,"F","2"
6784286,93230,2,3,1923,1942-12-08,"1","PERMANENT","active",NA,1942-12-08,2017-11-19,NA,"1",NA,NA,NA,"17"
6785152,94096,1,10,1948,1968-11-20,"1","PERMANENT","active",NA,1974-02-23,2018-11-08,NA,"1",NA,NA,NA,"4"
6807118,116062,1,7,1971,1989-05-30,"1","PERMANENT","active",NA,1994-06-20,2019-05-23,NA,"1",NA,NA,NA,"14"
6828736,137680,1,4,1983,2001-01-07,"1","PERMANENT","active",NA,2006-01-24,2016-01-04,NA,"1",NA,NA,NA,"2"
6833613,142557,1,11,1944,1960-11-18,"1","PERMANENT","active",NA,1970-10-05,2020-11-03,NA,"16",NA,NA,NA,"2"
6857998,166942,1,10,1927,1944-07-07,"1","PERMANENT","suspended",NA,1953-10-05,2019-06-19,NA,"",NA,NA,NA,"9"
6858618,167562,1,1,1946,1964-07-21,"1","PERMANENT","active",NA,1972-11-03,2019-07-08,NA,"1",NA,NA,NA,"15"
6864752,173696,1,4,1954,1973-12-30,"1","TEMPORARY","active",NA,1977-05-26,2018-12-19,NA,"1",NA,NA,NA,"15"
6894216,203160,2,5,1966,1983-06-04,"0","PERMANENT","active",NA,1994-12-20,2018-05-26,NA,"16",NA,NA,NA,"2"
6895986,204930,2,2,1980,1998-05-05,"1","PERMANENT","active",NA,2001-08-31,2018-04-30,NA,"1",NA,NA,NA,"9"
6924623,233567,2,7,1930,1948-09-23,"0","PERMANENT","active",NA,1956-12-21,2018-09-06,NA,"1",NA,NA,"F","4"
6925522,234466,2,12,1984,2002-06-03,"1","PERMANENT","active",NA,2009-10-10,2017-05-30,NA,"16",NA,NA,NA,"3"
6925953,234897,2,5,1930,1947-01-21,"1","PERMANENT","active",NA,1953-06-22,2017-01-03,NA,"16",NA,NA,NA,"2"
6931789,240733,1,7,1923,1939-09-05,"0","PERMANENT","active",NA,1943-01-28,2019-08-16,NA,"1",NA,NA,NA,"4"
6934490,243434,1,6,1965,1983-01-07,"1","PERMANENT","active",NA,1983-01-07,2017-12-29,NA,"1",NA,NA,"P","2"
6948953,257897,1,7,1951,1970-04-16,"1","PERMANENT","active",NA,1973-09-07,2020-04-03,NA,"1",NA,NA,NA,"9"
6961130,270074,2,2,1933,1950-01-31,"1","PERMANENT","active",NA,1957-02-25,2020-01-14,NA,"1",NA,NA,NA,"15"
6971158,280102,2,1,1947,1966-05-29,"1","PERMANENT","active",NA,1969-05-08,2016-05-16,NA,"1",NA,NA,NA,"2"
6988226,297170,1,8,1930,1948-07-13,"1","PERMANENT","active",NA,1955-11-25,2018-06-26,NA,"1",NA,NA,"T","9"
7048268,357212,2,7,1991,2008-05-20,"1","TEMPORARY","active",NA,2016-07-11,2018-05-18,NA,"1",NA,NA,NA,"7"
7048795,357739,1,8,1943,1961-02-12,"1","PERMANENT","active",NA,1964-01-26,2016-01-30,NA,"1",NA,NA,"P","1"
7049490,358434,1,8,1924,1942-02-21,"0","PERMANENT","active",NA,1949-08-15,2017-02-02,NA,"1",NA,NA,NA,"8"
7053483,362427,1,9,1949,1966-04-18,"1","PERMANENT","active",NA,1970-12-01,2016-04-05,NA,"6",NA,NA,"P","2"
7057515,366459,2,6,1961,1978-01-24,"0","PERMANENT","active",NA,1980-02-25,2018-01-14,NA,"1",NA,NA,NA,"9"
7061989,370933,1,7,1946,1963-04-20,"0","PERMANENT","active",NA,1969-09-04,2018-04-06,NA,"16",NA,NA,"D","3"
7117715,426659,1,12,1952,1970-04-16,"1","PERMANENT","active",NA,1976-11-17,2020-04-03,NA,"1",NA,NA,NA,"2"
7139105,448049,2,5,1947,1964-01-06,"1","PERMANENT","active",NA,1970-06-25,2018-12-23,NA,"1",NA,NA,NA,"2"
7147327,456271,2,7,1944,1962-05-17,"0","PERMANENT","active",NA,1963-09-06,2017-05-03,NA,"1",NA,NA,NA,"2"
7150313,459257,1,7,1933,1951-11-22,"0","PERMANENT","active",NA,1958-03-28,2016-11-05,NA,"1",NA,NA,NA,"1"
7154189,463133,2,7,1953,1969-08-30,"0","PERMANENT","active",NA,1973-10-01,2019-08-18,NA,"1",NA,NA,"I","2"
7169141,478085,1,11,1934,1953-01-20,"0","PERMANENT","active",NA,1960-02-15,2018-01-04,NA,"1",NA,NA,NA,"6"
7178251,487195,2,12,1965,1982-12-18,"1","PERMANENT","suspended",NA,1989-03-14,2017-12-09,NA,"1",NA,NA,NA,"2"
7192419,501363,2,8,1926,1943-10-01,"0","PERMANENT","active",NA,1947-12-25,2018-09-12,NA,"1",NA,NA,NA,"2"
7198964,507908,1,3,1944,1960-06-24,"1","PERMANENT","active",NA,1963-12-28,2020-06-09,NA,"1",NA,NA,NA,"2"
7218042,526986,2,11,1920,1938-06-13,"1","PERMANENT","active",NA,1943-09-10,2018-05-24,NA,"1",NA,NA,NA,"2"
7219275,528219,1,5,1945,1961-08-15,"0","PERMANENT","active",NA,1964-12-01,2016-08-01,NA,"1",NA,NA,NA,"8"
7234303,543247,1,12,1967,1984-02-08,"0","PERMANENT","active",NA,1987-03-24,2019-01-30,NA,"1",NA,NA,NA,"8"
7243513,552457,1,8,1990,2008-05-25,"1","PERMANENT","active",NA,2015-06-06,2018-05-23,NA,"1",NA,NA,"P","2"
7285864,594808,1,6,1952,1971-10-22,"1","PERMANENT","active",NA,1976-04-12,2016-10-10,NA,"1",NA,NA,"D","15"
7293091,602035,1,6,1967,1987-11-18,"0","PERMANENT","active",2001-08-06,2007-01-29,2017-11-10,"active","123","full",2016-08-02,NA,"6"
7300188,609132,2,2,2000,2017-10-30,"0","PERMANENT","active",NA,2017-10-30,2017-10-30,NA,"1",NA,NA,NA,"9"
7302290,611234,2,9,1960,1976-11-09,"1","PERMANENT","active",NA,1984-04-11,2016-10-30,NA,"16",NA,NA,"T","7"
7311915,620859,1,6,1931,1948-06-15,"1","PERMANENT","active",NA,1957-01-18,2018-05-29,NA,"6",NA,NA,NA,"2"
7316674,625618,2,12,1954,1971-10-10,"1","DIPLOMATIC","active",NA,1977-02-03,2016-09-28,NA,"1",NA,NA,NA,"17"
7324564,633508,2,4,1925,1942-09-23,"0","PERMANENT","active",NA,1946-11-15,2017-09-04,NA,"1",NA,NA,NA,"3"
7347563,656507,2,9,1961,1980-01-08,"1","TEMPORARY","suspended",NA,1983-05-12,2019-12-29,NA,"6",NA,NA,NA,"2"
7365690,674634,2,3,1940,1958-08-28,"1","PERMANENT","active",1968-02-08,1969-05-07,2018-08-13,"active","123","full",2018-01-26,NA,"2"
7387933,696877,2,8,1951,1968-10-08,"1","PERMANENT","suspended",NA,1970-09-16,2018-09-26,NA,"",NA,NA,NA,"2"
7398831,707775,2,1,1941,1960-06-22,"0","PERMANENT","active",NA,1965-11-01,2020-06-07,NA,"1",NA,NA,NA,"6"
7400174,709118,1,12,1940,1957-05-20,"1","PERMANENT","active",NA,1964-06-02,2017-05-05,NA,"1",NA,NA,NA,"4"
7421236,730180,1,8,1972,1989-07-10,"1","PERMANENT","active",NA,1995-02-08,2019-07-03,NA,"1",NA,NA,"P","4"
7422386,731330,2,10,1951,1968-03-23,"0","PERMANENT","suspended",NA,1989-01-13,2018-03-11,NA,"6",NA,NA,"P","3"
7430769,739713,2,3,1989,2006-08-25,"0","PERMANENT","active",NA,2012-04-21,2016-08-22,NA,"1",NA,NA,"V","9"
7454585,763529,1,7,1969,1986-05-30,"0","PERMANENT","active",NA,1990-01-05,2016-05-22,NA,"1",NA,NA,NA,"9"
7455973,764917,2,9,1971,1988-01-19,"1","PERMANENT","active",NA,1993-10-28,2018-01-11,NA,"1",NA,NA,NA,"14"
7459176,768120,1,8,1922,1941-03-27,"0","PERMANENT","active",NA,1946-07-04,2016-03-08,NA,"1",NA,NA,NA,"2"
7478256,787200,3,7,1946,1963-09-10,"0","PERMANENT","active",NA,1967-04-23,2018-08-27,NA,"16",NA,NA,NA,"9"
7481965,790909,2,8,1953,1970-06-08,"1","PERMANENT","active",NA,1977-07-06,2020-05-26,NA,"1",NA,NA,NA,"6"
7483402,792346,1,2,1941,1960-01-19,"1","PERMANENT","active",NA,1964-12-01,2020-01-04,NA,"1",NA,NA,"F","8"
7499152,808096,2,7,1933,1950-07-15,"1","PERMANENT","suspended",NA,1954-08-08,2020-06-27,NA,"",NA,NA,"P","4"
7509468,818412,1,4,1963,1980-05-23,"0","PERMANENT","active",NA,1983-02-04,2020-05-13,NA,"1",NA,NA,"P","4"
7515004,823948,2,6,1979,1995-11-27,"1","PERMANENT","active",NA,2003-11-26,2020-11-20,NA,"1",NA,NA,NA,"2"
7525121,834065,1,5,2001,2019-11-22,"1","PERMANENT","active",NA,2019-11-22,2019-11-22,NA,"1",NA,NA,"P","4"
7532175,841119,1,10,1936,1953-03-29,"0","PERMANENT","active",NA,1962-01-20,2018-03-13,NA,"1",NA,NA,NA,"15"
7543250,852194,2,10,1947,1964-10-15,"1","PERMANENT","active",NA,1972-10-19,2019-10-02,NA,"1",NA,NA,"P","2"
7570024,878968,2,1,1960,1978-11-04,"0","PERMANENT","active",NA,1984-09-06,2018-10-25,NA,"16",NA,NA,NA,"2"
7577231,886175,1,3,1931,1947-07-23,"1","PERMANENT","active",NA,1954-03-07,2017-07-05,NA,"1",NA,NA,"P","14"
7604122,913066,1,11,1972,1989-01-21,"1","PERMANENT","active",NA,1992-09-30,2019-01-14,NA,"1",NA,NA,NA,"2"
7604814,913758,1,4,1926,1943-12-25,"1","PERMANENT","active",NA,1952-09-07,2018-12-06,NA,"16",NA,NA,NA,"7"
7613456,922400,1,10,2000,2019-04-11,"1","PERMANENT","active",NA,2019-04-11,2019-04-11,NA,"1",NA,NA,"P","7"
7617455,926399,1,2,1991,2008-09-14,"0","PERMANENT","active",NA,2013-03-28,2018-09-12,NA,"1",NA,NA,NA,"2"
7621735,930679,1,11,1994,2012-03-07,"1","PERMANENT","active",NA,2017-08-27,2017-03-06,NA,"1",NA,NA,NA,"2"
7629626,938570,2,4,1933,1953-04-24,"1","PERMANENT","active",1960-02-25,1962-09-12,2018-04-08,"active","123","full",2020-02-10,NA,"14"
7634556,943500,1,1,1921,1940-01-31,"1","PERMANENT","active",NA,1944-09-19,2020-01-11,NA,"1",NA,NA,NA,"4"
7666990,975934,2,3,1934,1951-02-15,"1","PERMANENT","active",NA,1957-10-09,2016-01-30,NA,"1",NA,NA,NA,"17"
7678374,987318,1,12,1965,1982-01-28,"1","PERMANENT","active",NA,1988-01-26,2017-01-19,NA,"1",NA,NA,NA,"1"
7700675,1009619,2,5,1949,1967-01-25,"1","PERMANENT","active",NA,1973-01-21,2017-01-12,NA,"1",NA,NA,"F","15"
7705340,1014284,2,4,1926,1944-07-18,"0","PERMANENT","active",NA,1948-04-15,2019-06-30,NA,"1",NA,NA,NA,"8"
7710613,1019557,1,5,1936,1955-07-09,"0","PERMANENT","active",NA,1958-01-28,2020-06-22,NA,"1",NA,NA,"D","9"
7713687,1022631,1,8,1920,1938-09-07,"1","PERMANENT","active",NA,1946-04-25,2018-08-18,NA,"16",NA,NA,NA,"3"
7721796,1030740,1,12,1946,1964-12-22,"1","PERMANENT","active",NA,1970-11-01,2019-12-09,NA,"1",NA,NA,NA,"2"
7731066,1040010,2,2,1940,1956-09-19,"1","PERMANENT","active",NA,1960-10-06,2016-09-04,NA,"1",NA,NA,NA,"15"
7732605,1041549,1,11,1982,2003-01-23,"1","PERMANENT","suspended",NA,2006-10-14,2018-01-19,NA,"",NA,NA,NA,"2"
7734103,1043047,2,3,1968,1984-06-27,"1","PERMANENT","active",NA,1991-10-17,2019-06-19,NA,"1",NA,NA,NA,"14"
7735283,1044227,3,11,1983,2002-03-01,"0","PERMANENT","active",NA,2009-01-19,2017-02-25,NA,"16",NA,NA,"P","2"
7786198,1095142,1,4,1937,1954-09-29,"1","PERMANENT","active",NA,1965-03-24,2019-09-13,NA,"1",NA,NA,NA,"9"
7789918,1098862,2,9,1936,1953-10-09,"0","PERMANENT","active",NA,1958-11-06,2018-09-23,NA,"1",NA,NA,"P","4"
7814273,1123217,1,8,1949,1969-04-10,"1","PERMANENT","active",NA,1977-06-25,2019-03-29,NA,"1",NA,NA,"P","15"
7834443,1143387,2,1,1950,1966-02-10,"0","PERMANENT","active",NA,1970-11-09,2016-01-29,NA,"1",NA,NA,NA,"3"
7834797,1143741,1,12,1924,1941-10-17,"1","PERMANENT","active",1948-12-17,1948-12-17,2016-09-28,"active","12","full",2018-11-30,NA,"14"
7841729,1150673,2,6,1923,1940-02-03,"1","PERMANENT","active",1949-04-02,1953-05-12,2020-01-14,"active","135","full",2019-03-16,NA,"2"
7853063,1162007,1,8,1934,1950-11-04,"1","PERMANENT","active",NA,1957-12-09,2020-10-17,NA,"1",NA,NA,NA,"9"
7859246,1168190,2,10,1924,1941-08-19,"0","PERMANENT","active",NA,1945-02-06,2016-07-31,NA,"1",NA,NA,NA,"2"
7873745,1182689,1,3,1939,1955-10-22,"1","PERMANENT","active",NA,1963-09-14,2020-10-05,NA,"1",NA,NA,NA,"2"
7876753,1185697,1,9,1948,1964-12-10,"1","PERMANENT","active",NA,1969-12-16,2019-11-27,NA,"1",NA,NA,NA,"2"
7884858,1193802,1,2,1961,1980-04-24,"0","PERMANENT","active",NA,1985-08-03,2020-04-14,NA,"1",NA,NA,NA,"2"
7886146,1195090,1,9,1965,1985-01-15,"1","PERMANENT","active",NA,1990-11-23,2020-01-07,NA,"1",NA,NA,"P","2"
7889616,1198560,1,9,1980,1997-03-02,"0","PERMANENT","active",NA,2006-01-05,2017-02-25,NA,"1",NA,NA,NA,"8"
7909402,1218346,1,1,1970,1988-06-07,"0","PERMANENT","active",NA,1990-10-20,2018-05-31,NA,"1",NA,NA,"D","3"
7915916,1224860,1,6,1929,1945-08-17,"0","PERMANENT","active",NA,1951-12-20,2020-07-29,NA,"1",NA,NA,NA,"9"
7923699,1232643,2,4,1949,1966-01-27,"1","PERMANENT","active",NA,1975-08-31,2016-01-15,NA,"1",NA,NA,"P","2"
7935922,1244866,1,12,1928,1947-02-10,"1","PERMANENT","suspended",NA,1975-09-10,2017-01-23,NA,"",NA,NA,NA,"14"
7938478,1247422,1,8,1985,2005-01-14,"0","TEMPORARY","active",NA,2016-09-03,2020-01-11,NA,"1",NA,NA,NA,"2"
7939078,1248022,2,7,1932,1950-06-07,"1","PERMANENT","active",NA,1958-02-11,2020-05-20,NA,"1",NA,NA,NA,"3"
7946416,1255360,2,11,1934,1951-08-30,"1","PERMANENT","active",NA,1955-06-09,2016-08-13,NA,"1",NA,NA,NA,"9"
7947625,1256569,1,6,1949,1967-11-02,"1","PERMANENT","active",NA,1973-11-21,2017-10-20,NA,"1",NA,NA,"D","2"
7969914,1278858,2,12,1995,2012-09-16,"1","PERMANENT","active",2016-07-03,2017-07-09,2017-09-15,"active","123","full",2016-07-03,NA,"6"
7984329,1293273,1,8,1961,1978-12-09,"0","PERMANENT","active",NA,1986-04-22,2018-11-29,NA,"1",NA,NA,"R","3"
8015298,1324242,1,6,1942,1960-07-22,"0","PERMANENT","active",NA,1969-06-07,2020-07-07,NA,"1",NA,NA,NA,"2"
8027526,1336470,1,7,1922,1940-09-02,"1","PERMANENT","suspended",NA,1943-07-14,2020-08-13,NA,"",NA,NA,NA,"8"
8029625,1338569,2,6,1973,1991-09-06,"1","PERMANENT","active",NA,2001-09-17,2016-08-30,NA,"1",NA,NA,"W","14"
8056525,1365469,1,9,1939,1956-11-10,"1","PERMANENT","active",NA,1963-12-19,2016-10-26,NA,"1",NA,NA,NA,"9"
8058584,1367528,1,6,1962,1978-11-04,"1","PERMANENT","suspended",NA,1985-09-10,2018-10-25,NA,"",NA,NA,"D","3"
8062990,1371934,2,9,1924,1942-05-28,"1","PERMANENT","active",NA,1945-08-17,2017-05-09,NA,"1",NA,NA,NA,"15"
8063937,1372881,2,3,1938,1955-03-20,"0","PERMANENT","active",NA,1960-02-25,2020-03-03,NA,"1",NA,NA,NA,"4"
8079447,1388391,1,6,1955,1972-02-25,"0","PERMANENT","active",NA,1978-08-14,2017-02-13,NA,"1",NA,NA,NA,"9"
8102126,1411070,1,6,1963,1982-09-17,"1","PERMANENT","active",NA,1988-01-17,2017-09-08,NA,"1",NA,NA,NA,"2"
8109684,1418628,1,7,1938,1955-07-02,"0","PERMANENT","suspended",NA,1962-06-05,2020-06-15,NA,"6",NA,NA,"I","14"
8117211,1426155,1,5,1957,1974-08-27,"1","PERMANENT","active",NA,1978-04-17,2019-08-16,NA,"1",NA,NA,"D","3"
8119679,1428623,2,3,1984,2001-06-04,"1","PERMANENT","active",NA,2008-01-22,2016-05-31,NA,"1",NA,NA,NA,"2"
8121011,1429955,1,9,1960,1978-12-04,"0","PERMANENT","suspended",NA,1987-06-12,2018-11-24,NA,"1",NA,NA,"I","2"
8149857,1458801,2,12,1949,1969-11-29,"1","PERMANENT","active",NA,1976-05-07,2019-11-17,NA,"1",NA,NA,NA,"14"
8151291,1460235,1,1,1953,1969-01-30,"1","PERMANENT","active",NA,1974-06-10,2019-01-18,NA,"1",NA,NA,NA,"9"
8152928,1461872,1,1,1962,1978-12-03,"0","TEMPORARY","active",NA,1984-10-23,2018-11-23,NA,"1",NA,NA,"D","2"
8223317,1532261,1,8,1927,1946-06-05,"1","PERMANENT","active",NA,1951-10-24,2016-05-18,NA,"1",NA,NA,"P","9"
8226313,1535257,1,10,1973,1991-12-05,"0","PERMANENT","suspended",NA,2002-08-31,2016-11-28,NA,"",NA,NA,NA,"2"
8241105,1550049,1,10,1926,1944-04-10,"0","PERMANENT","active",NA,1953-12-25,2019-03-23,NA,"16",NA,NA,"T","15"
8243337,1552281,1,7,1974,1992-10-06,"1","PERMANENT","active",NA,1997-04-07,2017-09-30,NA,"1",NA,NA,NA,"9"
8254492,1563436,1,4,1944,1961-07-17,"0","PERMANENT","active",NA,1968-11-02,2016-07-03,NA,"1",NA,NA,NA,"2"
8281612,1590556,1,10,1990,2007-03-03,"1","PERMANENT","active",NA,2013-02-26,2017-02-28,NA,"1",NA,NA,NA,"14"
